menu_id,eatery_id,item_name,price
917,1915,Beat Meal,5.19
918,1262,Difficult Meal,10.16
919,2177,Song Meal,25.70
920,2606,Fear Meal,16.86
921,2827,Good Meal,26.73
922,1040,West Meal,14.46
923,746,Time Meal,27.21
924,2259,Create Meal,17.13
925,2555,Beautiful Meal,6.04
926,1962,Individual Meal,9.26
927,2656,Allow Meal,23.96
928,1300,Herself Meal,12.07
929,718,Add Meal,29.09
930,1622,Actually Meal,24.84
931,896,Tree Meal,24.36
932,2888,Check Meal,23.20
933,17,No Meal,28.62
934,1655,Cause Meal,12.88
935,745,Admit Meal,17.43
936,1876,Contain Meal,26.54
937,1952,Ago Meal,22.22
938,2279,Table Meal,21.73
939,1376,Want Meal,9.03
940,151,His Meal,12.82
941,2646,Think Meal,25.25
942,2584,Matter Meal,5.11
943,950,Study Meal,17.28
944,2834,Serious Meal,26.43
945,587,Next Meal,26.83
946,2025,Discussion Meal,21.38
947,2479,Never Meal,17.68
948,216,Majority Meal,18.03
949,1390,Some Meal,7.69
950,2910,Imagine Meal,5.90
951,1502,Role Meal,11.36
952,1276,Particularly Meal,20.73
953,1541,We Meal,24.73
954,1003,Somebody Meal,16.03
955,2840,Cell Meal,11.04
956,417,Democratic Meal,12.66
957,1506,Skin Meal,25.38
958,1535,Technology Meal,7.76
959,2143,Approach Meal,18.08
960,1119,Ten Meal,21.28
961,1042,Me Meal,22.72
962,1784,Response Meal,6.74
963,2683,Few Meal,9.57
964,2689,Teach Meal,29.67
965,1263,Office Meal,8.85
966,596,Respond Meal,5.17
967,1892,Traditional Meal,17.83
968,1544,Whatever Meal,10.80
969,1572,Serious Meal,8.76
970,2002,Parent Meal,29.84
971,2244,Development Meal,20.33
972,1893,Decade Meal,24.29
973,29,Decade Meal,24.15
974,423,Open Meal,8.11
975,1912,Realize Meal,12.00
976,2115,Indeed Meal,15.88
977,123,Why Meal,11.24
978,2514,Already Meal,19.91
979,910,Interesting Meal,13.97
980,901,East Meal,15.30
981,2880,But Meal,10.60
982,2049,Foreign Meal,11.97
983,1125,Increase Meal,25.39
984,1338,Throughout Meal,6.17
985,2359,Note Meal,7.94
986,699,Open Meal,25.13
987,2694,Small Meal,7.66
988,2777,List Meal,5.53
989,811,Finally Meal,10.94
990,2483,Industry Meal,12.13
991,2184,Why Meal,14.56
992,2374,Thousand Meal,7.37
993,648,Response Meal,16.24
994,1038,Serve Meal,5.20
995,2867,Speak Meal,20.74
996,643,Develop Meal,16.90
997,2538,Everyone Meal,9.28
998,1672,Dinner Meal,27.67
999,2157,Hotel Meal,29.20
1000,1884,Trip Meal,22.66
1001,215,Within Meal,9.72
1002,2685,His Meal,11.31
1003,2857,Throughout Meal,16.52
1004,2295,Fire Meal,24.20
1005,139,Possible Meal,20.18
1006,134,Stock Meal,18.31
1007,2856,Appear Meal,16.29
1008,276,Although Meal,14.25
1009,315,Yard Meal,23.04
1010,1978,Challenge Meal,8.12
1011,1538,Agency Meal,15.31
1012,359,White Meal,12.15
1013,2690,Discuss Meal,7.98
1014,1903,Word Meal,21.04
1015,622,Cell Meal,14.55
1016,2566,Town Meal,5.16
1017,1094,Many Meal,14.33
1018,784,Couple Meal,20.14
1019,2680,Offer Meal,12.23
1020,1343,Whole Meal,24.89
1021,1238,Now Meal,11.44
1022,23,Must Meal,11.80
1023,2268,Better Meal,28.91
1024,2365,Claim Meal,19.74
1025,910,Play Meal,24.70
1026,2094,Evidence Meal,23.42
1027,1927,Establish Meal,23.79
1028,1613,Information Meal,26.26
1029,659,Plan Meal,9.49
1030,1909,Clear Meal,9.13
1031,2244,Would Meal,19.27
1032,2563,Page Meal,5.54
1033,2824,Point Meal,14.55
1034,516,Foreign Meal,15.42
1035,1010,Method Meal,9.59
1036,1305,Phone Meal,19.86
1037,1977,Develop Meal,17.30
1038,2143,Manage Meal,13.37
1039,405,Happen Meal,5.05
1040,1351,Feeling Meal,16.08
1041,2493,Budget Meal,21.54
1042,2959,Her Meal,12.30
1043,1746,Pull Meal,24.75
1044,2047,Many Meal,7.84
1045,38,By Meal,18.16
1046,621,Democrat Meal,24.22
1047,2865,Wait Meal,20.12
1048,1193,Authority Meal,20.35
1049,301,Onto Meal,12.33
1050,1464,Beautiful Meal,21.70
1051,503,Goal Meal,5.26
1052,880,Wait Meal,6.10
1053,1149,Product Meal,17.40
1054,601,Our Meal,28.34
1055,2043,Language Meal,16.46
1056,129,Laugh Meal,24.49
1057,2752,Feeling Meal,28.49
1058,1827,Mean Meal,11.34
1059,553,Firm Meal,15.43
1060,569,Man Meal,7.78
1061,2690,Same Meal,9.28
1062,1982,Heart Meal,27.70
1063,2889,Deep Meal,6.83
1064,1491,Air Meal,28.30
1065,154,Cost Meal,8.72
1066,2190,Friend Meal,10.67
1067,825,Happen Meal,21.36
1068,2034,Music Meal,21.42
1069,1259,Teacher Meal,12.56
1070,998,Defense Meal,17.41
1071,2014,Say Meal,11.46
1072,964,Information Meal,20.30
1073,2617,Cut Meal,6.98
1074,807,War Meal,20.85
1075,1909,Little Meal,8.88
1076,2793,Certainly Meal,28.31
1077,636,Well Meal,22.78
1078,748,Clear Meal,25.92
1079,9,Reach Meal,12.38
1080,2843,Film Meal,9.71
1081,1850,Product Meal,18.98
1082,186,Seat Meal,13.38
1083,2795,Foreign Meal,24.00
1084,1044,Cold Meal,26.99
1085,1366,Ok Meal,20.99
1086,2889,Soon Meal,10.56
1087,1919,Foreign Meal,16.95
1088,189,Huge Meal,21.73
1089,916,Box Meal,29.17
1090,1414,Scene Meal,15.83
1091,1915,Control Meal,18.76
1092,1823,Believe Meal,18.48
1093,2726,Stop Meal,21.23
1094,1368,Military Meal,29.54
1095,1855,Foot Meal,26.23
1096,1690,Fire Meal,14.51
1097,1355,At Meal,13.08
1098,1736,Not Meal,14.28
1099,1858,Student Meal,6.48
1100,205,Remember Meal,26.55
1101,1247,Pretty Meal,11.60
1102,2754,Range Meal,25.13
1103,580,Might Meal,25.90
1104,34,Itself Meal,17.71
1105,2307,Party Meal,25.52
1106,166,Type Meal,29.07
1107,1676,Cut Meal,18.99
1108,2851,Store Meal,7.92
1109,196,People Meal,10.87
1110,92,South Meal,14.54
1111,1268,Final Meal,12.93
1112,36,Eat Meal,21.72
1113,732,Choice Meal,17.80
1114,1338,Hear Meal,8.14
1115,2612,Guess Meal,10.86
1116,928,School Meal,30.00
1117,1876,Compare Meal,5.77
1118,697,Student Meal,24.51
1119,1055,Fall Meal,19.64
1120,1472,Look Meal,5.99
1121,2862,Sense Meal,12.06
1122,157,Approach Meal,15.95
1123,2077,Home Meal,19.78
1124,2445,Much Meal,12.21
1125,1184,Room Meal,27.24
1126,1460,Rate Meal,27.15
1127,1171,Occur Meal,10.56
1128,2597,Instead Meal,25.89
1129,2086,Bill Meal,12.55
1130,593,Player Meal,11.23
1131,2055,Maintain Meal,10.17
1132,2885,Course Meal,15.52
1133,982,Right Meal,5.33
1134,2267,Attorney Meal,6.99
1135,426,Prevent Meal,18.19
1136,118,Dog Meal,18.42
1137,864,Wonder Meal,10.53
1138,2441,Us Meal,29.31
1139,1761,Teach Meal,19.75
1140,923,Upon Meal,13.89
1141,2359,Certain Meal,18.92
1142,376,Ago Meal,24.21
1143,552,Town Meal,16.07
1144,33,State Meal,28.44
1145,690,Sign Meal,14.94
1146,1956,At Meal,29.99
1147,2870,Good Meal,9.27
1148,1038,Culture Meal,24.38
1149,228,Book Meal,28.58
1150,2218,Style Meal,14.62
1151,477,Four Meal,12.21
1152,1509,Field Meal,11.13
1153,2877,Shake Meal,17.11
1154,773,Space Meal,18.34
1155,1825,Attention Meal,6.19
1156,595,There Meal,21.77
1157,514,Type Meal,29.36
1158,2156,How Meal,25.10
1159,1615,Term Meal,8.04
1160,2265,Office Meal,21.53
1161,1179,Onto Meal,19.09
1162,2483,According Meal,20.54
1163,1100,Everyone Meal,15.38
1164,138,Level Meal,6.42
1165,7,A Meal,24.94
1166,921,Employee Meal,18.83
1167,2045,Notice Meal,15.34
1168,1517,Play Meal,11.51
1169,1918,Painting Meal,16.39
1170,62,One Meal,26.21
1171,2511,Reveal Meal,5.15
1172,2858,Whose Meal,11.68
1173,566,Interesting Meal,7.54
1174,2267,Describe Meal,21.44
1175,1291,Product Meal,21.71
1176,921,End Meal,20.01
1177,1176,Hold Meal,9.37
1178,2933,Water Meal,28.27
1179,884,Sign Meal,9.18
1180,1984,Something Meal,23.78
1181,2425,Industry Meal,14.24
1182,663,Still Meal,20.99
1183,2165,Think Meal,6.37
1184,781,Tough Meal,5.57
1185,980,Difference Meal,12.24
1186,879,Blood Meal,6.73
1187,249,Money Meal,25.72
1188,2926,Others Meal,11.56
1189,2906,Let Meal,28.13
1190,2375,Difficult Meal,15.66
1191,1662,Boy Meal,25.01
1192,2712,Eight Meal,9.23
1193,1473,See Meal,17.00
1194,1068,Least Meal,7.93
1195,209,Difficult Meal,26.25
1196,2837,Side Meal,26.03
1197,1146,Relationship Meal,26.67
1198,582,Usually Meal,18.67
1199,2473,Set Meal,25.15
1200,2284,Second Meal,10.53
1201,1080,Many Meal,8.73
1202,1485,General Meal,10.69
1203,388,Successful Meal,16.89
1204,892,Authority Meal,21.71
1205,1264,Prepare Meal,17.02
1206,1440,Tough Meal,26.77
1207,778,Race Meal,15.37
1208,638,Arrive Meal,15.32
1209,288,Effect Meal,5.11
1210,1627,Both Meal,11.32
1211,2883,Down Meal,8.85
1212,1903,Far Meal,22.38
1213,1322,Bring Meal,26.03
1214,660,Decision Meal,21.65
1215,318,Note Meal,9.89
1216,1733,About Meal,23.27
1217,1854,Stay Meal,29.60
1218,2926,Case Meal,13.29
1219,339,Me Meal,17.52
1220,1630,Concern Meal,12.44
1221,2254,Food Meal,26.80
1222,840,Such Meal,5.36
1223,18,Food Meal,6.59
1224,2298,Recognize Meal,14.38
1225,1296,Cost Meal,21.30
1226,1173,Cut Meal,22.55
1227,2281,Beyond Meal,16.28
1228,359,Both Meal,22.91
1229,2873,Break Meal,25.87
1230,2300,Apply Meal,20.64
1231,1149,Bed Meal,24.57
1232,133,Letter Meal,7.59
1233,1802,Hotel Meal,15.87
1234,1674,Remain Meal,24.61
1235,2374,In Meal,16.81
1236,1423,Who Meal,5.33
1237,106,Meet Meal,23.07
1238,1765,Nearly Meal,17.01
1239,82,For Meal,7.16
1240,1271,Board Meal,16.39
1241,56,Nation Meal,14.72
1242,830,Girl Meal,15.03
1243,2326,The Meal,26.56
1244,904,Source Meal,13.00
1245,2667,Rate Meal,23.62
1246,2816,Security Meal,24.87
1247,1505,Take Meal,12.96
1248,1768,Party Meal,29.97
1249,2343,Travel Meal,9.40
1250,2633,Our Meal,9.94
1251,2954,Black Meal,21.34
1252,95,Building Meal,20.64
1253,2805,Ball Meal,23.35
1254,596,Cost Meal,29.26
1255,921,Fire Meal,22.65
1256,1575,Institution Meal,13.20
1257,481,Talk Meal,16.55
1258,932,Rate Meal,7.37
1259,1910,Magazine Meal,6.27
1260,933,Structure Meal,5.07
1261,1983,Lay Meal,25.45
1262,1380,Inside Meal,10.50
1263,900,Hair Meal,20.27
1264,2400,Attorney Meal,5.75
1265,2837,Security Meal,22.78
1266,252,Add Meal,10.02
1267,111,Least Meal,18.04
1268,2800,Laugh Meal,29.45
1269,406,Could Meal,22.96
1270,475,And Meal,27.50
1271,2908,Others Meal,9.34
1272,2648,Culture Meal,15.31
1273,2994,Nice Meal,15.48
1274,2839,Pull Meal,21.34
1275,452,Possible Meal,15.86
1276,2518,Spring Meal,9.62
1277,820,Official Meal,27.95
1278,69,Marriage Meal,14.64
1279,2768,Member Meal,13.31
1280,1990,Must Meal,26.94
1281,2305,Herself Meal,15.10
1282,751,Rate Meal,6.45
1283,1685,Lead Meal,18.49
1284,2955,Choose Meal,22.29
1285,2264,Wish Meal,14.32
1286,2089,Particular Meal,25.45
1287,1786,Professional Meal,6.72
1288,465,Pick Meal,25.57
1289,1421,A Meal,5.54
1290,1860,Audience Meal,8.75
1291,1743,Machine Meal,24.29
1292,2823,Commercial Meal,17.32
1293,2263,Security Meal,13.96
1294,813,Create Meal,18.55
1295,1269,Make Meal,8.84
1296,1349,Want Meal,10.54
1297,2426,Entire Meal,19.53
1298,2063,Beautiful Meal,24.10
1299,270,Make Meal,9.60
1300,1668,Thousand Meal,22.00
1301,566,Keep Meal,28.98
1302,2574,Evening Meal,5.55
1303,2296,Certainly Meal,12.03
1304,2187,Magazine Meal,10.35
1305,853,Service Meal,24.63
1306,2850,Type Meal,16.49
1307,616,News Meal,13.74
1308,1820,Address Meal,17.33
1309,1595,Ask Meal,7.69
1310,1452,Up Meal,15.79
1311,375,Bring Meal,19.54
1312,1221,Onto Meal,9.91
1313,1896,Contain Meal,28.15
1314,2164,Partner Meal,18.96
1315,138,Decade Meal,16.92
1316,1574,Address Meal,14.14
1317,231,Thousand Meal,21.02
1318,2452,Weight Meal,19.06
1319,114,Sometimes Meal,16.76
1320,1431,Hour Meal,21.60
1321,588,Learn Meal,18.29
1322,108,Song Meal,29.69
1323,840,Fly Meal,19.40
1324,366,Place Meal,18.45
1325,1532,Hot Meal,24.82
1326,2618,Significant Meal,14.76
1327,617,Later Meal,10.74
1328,2970,Per Meal,5.03
1329,2178,Explain Meal,24.04
1330,2511,Result Meal,27.96
1331,595,Live Meal,18.21
1332,1993,Ten Meal,19.93
1333,73,Candidate Meal,6.40
1334,995,Forget Meal,26.08
1335,1016,Dream Meal,19.10
1336,82,Perhaps Meal,6.24
1337,1562,Fight Meal,29.56
1338,2762,Candidate Meal,19.51
1339,203,School Meal,28.81
1340,1299,We Meal,25.82
1341,2209,Dark Meal,21.47
1342,1142,Bill Meal,16.01
1343,835,Particularly Meal,10.91
1344,636,Yeah Meal,21.08
1345,105,Image Meal,29.40
1346,306,Firm Meal,25.20
1347,1248,Leg Meal,25.86
1348,611,Represent Meal,29.29
1349,1005,Bed Meal,26.73
1350,2367,Key Meal,9.29
1351,741,Hotel Meal,28.33
1352,603,South Meal,13.55
1353,2176,Eight Meal,5.24
1354,2191,Democratic Meal,19.33
1355,1549,If Meal,8.44
1356,2784,Place Meal,23.77
1357,2470,One Meal,5.48
1358,940,Rich Meal,7.42
1359,2106,Away Meal,26.38
1360,2344,Former Meal,27.74
1361,1008,Sing Meal,23.64
1362,2633,Which Meal,24.91
1363,2056,Current Meal,16.47
1364,873,Real Meal,5.19
1365,1470,Up Meal,26.10
1366,1152,Community Meal,18.70
1367,1226,Must Meal,18.61
1368,765,Democrat Meal,24.30
1369,1158,Away Meal,18.93
1370,162,Every Meal,22.54
1371,2879,And Meal,21.34
1372,1422,Particularly Meal,17.22
1373,1215,Answer Meal,24.17
1374,1154,Less Meal,20.17
1375,2845,Conference Meal,5.39
1376,930,Bad Meal,7.96
1377,1581,Store Meal,10.51
1378,2134,But Meal,20.84
1379,2858,Vote Meal,26.56
1380,2597,Follow Meal,28.17
1381,2418,Fire Meal,11.05
1382,2390,Store Meal,26.72
1383,1199,Risk Meal,7.66
1384,1070,Carry Meal,9.92
1385,444,Ability Meal,12.14
1386,1166,Fine Meal,12.20
1387,1977,Try Meal,19.98
1388,1888,Group Meal,16.56
1389,337,Including Meal,21.57
1390,539,Able Meal,27.26
1391,569,Response Meal,24.57
1392,1977,Fact Meal,9.41
1393,990,Language Meal,24.49
1394,1509,Choice Meal,16.45
1395,1048,Whose Meal,11.25
1396,2609,Space Meal,19.53
1397,1550,Around Meal,16.84
1398,884,Life Meal,26.83
1399,2523,Or Meal,12.97
1400,270,Reach Meal,23.69
1401,400,Arm Meal,17.68
1402,1042,Alone Meal,27.03
1403,2742,Throughout Meal,11.51
1404,2376,Child Meal,8.19
1405,80,Size Meal,29.78
1406,686,Open Meal,19.61
1407,208,Each Meal,16.88
1408,1821,Worker Meal,27.82
1409,2032,Poor Meal,22.17
1410,1017,Office Meal,24.49
1411,75,Wish Meal,18.36
1412,253,Prevent Meal,9.19
1413,943,Age Meal,8.78
1414,2887,Eye Meal,16.74
1415,44,Start Meal,28.80
1416,699,Around Meal,18.75
1417,2395,Continue Meal,27.44
1418,707,Account Meal,10.14
1419,127,Visit Meal,10.38
1420,1508,Fast Meal,15.51
1421,2894,Color Meal,11.81
1422,2714,Painting Meal,24.34
1423,249,Think Meal,7.66
1424,1063,Choice Meal,19.36
1425,1834,Between Meal,18.86
1426,2736,Anyone Meal,17.90
1427,2134,Notice Meal,10.14
1428,2483,Rule Meal,29.36
1429,2949,Air Meal,20.44
1430,404,Economic Meal,26.28
1431,2351,Reduce Meal,21.60
1432,661,Stuff Meal,11.21
1433,573,Name Meal,27.69
1434,799,Popular Meal,8.28
1435,1147,Stay Meal,8.43
1436,1530,Man Meal,8.55
1437,2585,Congress Meal,19.61
1438,2168,Perform Meal,21.56
1439,1101,Treat Meal,7.87
1440,1427,Goal Meal,21.03
1441,1262,Law Meal,27.81
1442,2762,Act Meal,11.66
1443,1422,Less Meal,7.43
1444,159,Get Meal,13.30
1445,975,Raise Meal,14.18
1446,2727,Crime Meal,26.81
1447,572,Might Meal,25.23
1448,2255,Opportunity Meal,26.27
1449,312,Market Meal,24.66
1450,1024,Vote Meal,18.75
1451,2080,Soldier Meal,28.64
1452,551,He Meal,11.68
1453,556,Community Meal,17.24
1454,1784,Staff Meal,20.62
1455,2532,Region Meal,5.39
1456,2344,And Meal,26.32
1457,1660,Eat Meal,5.64
1458,2385,Though Meal,23.44
1459,165,Event Meal,13.19
1460,2086,Item Meal,22.93
1461,1599,Doctor Meal,20.98
1462,568,Foreign Meal,27.02
1463,872,Event Meal,21.17
1464,2907,Success Meal,28.29
1465,838,Thing Meal,13.79
1466,38,Thought Meal,19.68
1467,2647,Mrs Meal,6.01
1468,2584,Card Meal,25.11
1469,1536,Boy Meal,5.11
1470,2657,Red Meal,20.95
1471,2584,Guess Meal,25.53
1472,860,Yard Meal,29.98
1473,336,Area Meal,26.93
1474,62,Name Meal,22.82
1475,1761,Join Meal,12.64
1476,155,Whole Meal,21.80
1477,1241,Work Meal,24.36
1478,6,Resource Meal,8.71
1479,1044,Receive Meal,22.61
1480,1018,Mother Meal,26.77
1481,1881,Family Meal,21.83
1482,1056,Marriage Meal,15.48
1483,1840,Child Meal,7.33
1484,900,Consider Meal,6.31
1485,573,Smile Meal,14.92
1486,515,Executive Meal,29.08
1487,704,According Meal,10.91
1488,1038,Above Meal,10.10
1489,206,Conference Meal,7.72
1490,2466,Tell Meal,21.74
1491,2422,Pretty Meal,29.62
1492,1247,Available Meal,29.54
1493,558,Strategy Meal,27.47
1494,2678,Such Meal,15.42
1495,865,Minute Meal,10.32
1496,2952,Out Meal,15.70
1497,1094,Space Meal,20.95
1498,2460,Democrat Meal,16.37
1499,479,Organization Meal,10.53
1500,2028,Republican Meal,5.60
1501,1747,Recent Meal,6.80
1502,1878,Take Meal,14.38
1503,2129,Technology Meal,10.12
1504,165,Participant Meal,20.25
1505,243,See Meal,9.46
1506,1420,Energy Meal,16.73
1507,1826,Work Meal,16.20
1508,637,Single Meal,10.38
1509,2899,According Meal,18.70
1510,2391,Performance Meal,25.41
1511,513,Prepare Meal,21.95
1512,1345,Population Meal,19.98
1513,1305,Message Meal,26.54
1514,1042,Message Meal,19.86
1515,2182,Although Meal,24.06
1516,1692,Treat Meal,19.54
1517,2225,Model Meal,8.84
1518,2389,Society Meal,27.57
1519,423,Responsibility Meal,12.35
1520,934,Know Meal,29.42
1521,406,Ask Meal,20.06
1522,412,Window Meal,13.68
1523,1796,Blue Meal,12.71
1524,1739,Today Meal,16.23
1525,151,Example Meal,23.63
1526,2608,Few Meal,23.61
1527,463,Break Meal,27.39
1528,2651,International Meal,23.59
1529,2600,Case Meal,23.05
1530,524,Else Meal,29.79
1531,1973,Window Meal,11.19
1532,540,Second Meal,16.19
1533,2707,Along Meal,13.45
1534,2766,Film Meal,15.82
1535,1460,Race Meal,28.78
1536,1168,Article Meal,27.92
1537,2161,Nation Meal,27.51
1538,1768,Respond Meal,13.94
1539,787,Ago Meal,22.82
1540,2700,Up Meal,17.47
1541,2783,Until Meal,24.46
1542,769,Certain Meal,8.56
1543,2914,Cell Meal,20.19
1544,1886,Director Meal,8.98
1545,645,Character Meal,20.85
1546,1899,Ball Meal,27.54
1547,2127,Scene Meal,9.01
1548,2300,Group Meal,23.37
1549,2122,Moment Meal,13.58
1550,2929,Cause Meal,12.62
1551,551,Example Meal,5.75
1552,2034,Staff Meal,11.67
1553,2287,Last Meal,25.20
1554,1604,Can Meal,8.36
1555,425,Authority Meal,16.88
1556,2008,Quality Meal,8.85
1557,795,Sign Meal,26.53
1558,1643,Practice Meal,17.71
1559,1907,Receive Meal,25.96
1560,2465,Because Meal,20.24
1561,2762,Agree Meal,14.77
1562,1256,Million Meal,19.90
1563,681,Public Meal,18.60
1564,197,Skill Meal,6.14
1565,2940,Room Meal,14.41
1566,2884,Identify Meal,18.14
1567,1267,Owner Meal,11.96
1568,1880,Whatever Meal,5.67
1569,1313,Month Meal,28.39
1570,1434,Before Meal,5.75
1571,1984,During Meal,24.80
1572,986,Those Meal,6.51
1573,2600,Like Meal,13.86
1574,2794,Image Meal,23.54
1575,1253,Task Meal,14.10
1576,1797,Thousand Meal,6.11
1577,72,Stuff Meal,25.26
1578,2606,Score Meal,20.30
1579,1268,Join Meal,17.70
1580,2217,Somebody Meal,18.67
1581,1176,Family Meal,16.77
1582,1867,Most Meal,28.00
1583,558,Let Meal,11.38
1584,2029,Nearly Meal,12.08
1585,2806,Hospital Meal,16.69
1586,421,War Meal,23.25
1587,245,Half Meal,12.44
1588,1117,Sing Meal,22.24
1589,2019,Term Meal,6.42
1590,2403,Look Meal,20.08
1591,148,Itself Meal,5.58
1592,2772,Expect Meal,29.64
1593,1221,Church Meal,27.33
1594,45,Investment Meal,22.67
1595,1133,Beautiful Meal,16.42
1596,1850,Crime Meal,28.26
1597,1635,Imagine Meal,8.02
1598,1444,Coach Meal,15.74
1599,731,Party Meal,11.23
1600,1575,Grow Meal,6.34
1601,2295,Around Meal,22.06
1602,2378,Worry Meal,11.83
1603,2916,How Meal,23.48
1604,1946,Reach Meal,18.71
1605,2245,Career Meal,5.31
1606,2598,Rich Meal,5.03
1607,1316,Few Meal,22.01
1608,1828,Record Meal,15.93
1609,1674,Consumer Meal,14.02
1610,1859,Mother Meal,14.08
1611,162,Upon Meal,26.96
1612,2107,Father Meal,17.09
1613,1847,Anyone Meal,23.04
1614,1975,Cell Meal,19.88
1615,2649,Onto Meal,20.87
1616,56,Senior Meal,26.84
1617,1881,Court Meal,7.30
1618,2644,Feeling Meal,19.57
1619,1246,Inside Meal,8.24
1620,2199,Enter Meal,29.90
1621,145,Soon Meal,7.37
1622,2584,That Meal,10.20
1623,1247,Two Meal,23.21
1624,1650,Indicate Meal,21.79
1625,2678,Raise Meal,26.13
1626,636,Able Meal,20.56
1627,2409,According Meal,8.61
1628,2110,Eye Meal,28.89
1629,2702,Last Meal,12.54
1630,382,Set Meal,10.27
1631,2337,Which Meal,10.72
1632,1292,Work Meal,7.34
1633,2691,Hotel Meal,26.56
1634,2385,Suggest Meal,27.23
1635,2617,Age Meal,19.29
1636,2427,Enjoy Meal,18.24
1637,2345,So Meal,22.28
1638,2629,Carry Meal,15.38
1639,1032,Above Meal,21.99
1640,1205,Surface Meal,10.45
1641,1748,Reality Meal,5.11
1642,1032,Page Meal,5.61
1643,2103,Real Meal,28.26
1644,2617,Set Meal,25.36
1645,881,Western Meal,29.30
1646,2529,Draw Meal,7.12
1647,2050,Statement Meal,8.96
1648,2766,Move Meal,26.85
1649,1555,Resource Meal,9.41
1650,2671,Own Meal,28.16
1651,1274,Write Meal,17.99
1652,340,Night Meal,26.01
1653,1479,Fly Meal,15.33
1654,1912,Discuss Meal,22.08
1655,2629,Former Meal,17.78
1656,2093,Near Meal,5.12
1657,1538,Think Meal,6.32
1658,776,Rich Meal,10.87
1659,503,Beat Meal,12.02
1660,326,Party Meal,14.64
1661,581,Political Meal,9.52
1662,529,Direction Meal,23.72
1663,2545,Loss Meal,23.90
1664,1781,Gas Meal,15.45
1665,2620,Least Meal,29.94
1666,1618,Meeting Meal,15.20
1667,116,Guess Meal,5.57
1668,274,Air Meal,23.39
1669,1405,Respond Meal,22.89
1670,536,Statement Meal,21.28
1671,2166,Author Meal,18.49
1672,559,Fish Meal,10.09
1673,2589,Name Meal,8.63
1674,1531,Hot Meal,15.91
1675,2038,President Meal,7.99
1676,2792,Pretty Meal,26.98
1677,947,Early Meal,18.84
1678,2762,Family Meal,14.81
1679,466,I Meal,29.16
1680,717,Per Meal,23.20
1681,838,Here Meal,23.45
1682,359,Too Meal,17.07
1683,2377,Group Meal,6.44
1684,1082,Western Meal,23.21
1685,1180,Hit Meal,28.09
1686,369,Administration Meal,24.09
1687,279,Remain Meal,15.35
1688,144,Senior Meal,22.44
1689,487,Economic Meal,10.59
1690,676,Decade Meal,13.98
1691,2689,Language Meal,17.54
1692,1423,Thousand Meal,29.60
1693,421,Huge Meal,23.35
1694,2272,Note Meal,5.91
1695,1606,True Meal,6.77
1696,2830,Us Meal,15.93
1697,1540,Program Meal,26.08
1698,2440,Else Meal,21.66
1699,2745,Source Meal,12.07
1700,2216,Though Meal,12.92
1701,2632,Daughter Meal,25.58
1702,1687,Raise Meal,16.77
1703,1620,Piece Meal,14.92
1704,1003,Help Meal,28.29
1705,2221,Woman Meal,14.81
1706,832,What Meal,9.49
1707,1236,Though Meal,28.70
1708,145,Commercial Meal,9.39
1709,2033,Move Meal,28.78
1710,2114,In Meal,5.24
1711,319,He Meal,27.14
1712,2392,List Meal,26.29
1713,2845,Ahead Meal,10.74
1714,1018,Begin Meal,22.23
1715,126,Your Meal,14.92
1716,2464,Experience Meal,9.88
1717,2101,Force Meal,24.55
1718,908,Arrive Meal,17.02
1719,1702,Who Meal,25.97
1720,1207,Front Meal,14.59
1721,2296,Speak Meal,15.39
1722,2348,Chair Meal,8.35
1723,2244,Old Meal,11.59
1724,609,Bed Meal,24.27
1725,822,Sister Meal,14.30
1726,2924,Rock Meal,27.88
1727,1933,Edge Meal,21.84
1728,1647,Bar Meal,6.61
1729,2497,Heart Meal,16.66
1730,583,Again Meal,24.86
1731,2937,Key Meal,19.33
1732,356,Environmental Meal,13.43
1733,2085,Almost Meal,8.77
1734,195,Miss Meal,9.74
1735,1302,Experience Meal,21.34
1736,62,Term Meal,10.32
1737,1505,Room Meal,9.03
1738,2225,Sing Meal,14.02
1739,2022,General Meal,29.88
1740,1744,Team Meal,14.46
1741,619,Thought Meal,25.45
1742,726,Entire Meal,26.66
1743,1497,Push Meal,25.31
1744,491,Bag Meal,27.48
1745,1824,Edge Meal,10.76
1746,1345,Increase Meal,25.44
1747,2507,Or Meal,14.60
1748,2260,Base Meal,16.90
1749,2314,Ok Meal,17.42
1750,941,Sense Meal,9.27
1751,708,Find Meal,29.34
1752,1774,Short Meal,14.67
1753,1615,Baby Meal,29.70
1754,1364,Election Meal,16.58
1755,1161,Hotel Meal,5.25
1756,2009,Market Meal,24.26
1757,886,Race Meal,29.40
1758,2166,Table Meal,18.29
1759,472,Reveal Meal,22.63
1760,575,Want Meal,22.16
1761,1331,Black Meal,6.11
1762,1126,Family Meal,23.24
1763,1038,Fine Meal,19.58
1764,1120,Notice Meal,24.35
1765,1642,Less Meal,29.62
1766,543,Section Meal,6.47
1767,2467,Represent Meal,12.87
1768,2904,Thus Meal,21.45
1769,1919,Great Meal,18.34
1770,2416,Suggest Meal,16.59
1771,2965,Spend Meal,29.41
1772,2055,Write Meal,16.53
1773,2468,Price Meal,11.83
1774,1775,Office Meal,23.86
1775,342,Commercial Meal,11.20
1776,673,Run Meal,28.58
1777,1411,Including Meal,17.01
1778,884,Good Meal,5.61
1779,1864,Cold Meal,10.50
1780,1398,Professor Meal,15.76
