order_id,student_id,eatery_id,order_time,delivery_status
541,2010,2001,2025-02-05 00:28:24,Preparing
542,1198,395,2025-02-19 03:03:41,Out for Delivery
543,1507,367,2025-01-22 13:56:22,Delivered
544,148,1897,2025-02-10 05:45:52,Preparing
545,1992,2688,2025-02-06 13:01:39,Delivered
546,389,1626,2025-01-20 11:52:50,Pending
547,2529,2428,2025-02-14 15:41:22,Out for Delivery
548,537,2508,2025-02-24 12:37:41,Delivered
549,1848,68,2025-01-05 15:38:46,Pending
550,2054,335,2025-02-16 18:08:16,Pending
551,52,1939,2025-02-03 08:43:03,Delivered
552,1904,2649,2025-01-31 23:56:59,Pending
553,2109,2122,2025-01-21 21:56:45,Pending
554,2604,1012,2025-01-27 10:52:33,Delivered
555,301,240,2025-01-03 08:21:32,Preparing
556,2910,1387,2025-02-15 17:50:02,Delivered
557,368,2037,2025-02-17 22:25:02,Pending
558,1576,1324,2025-01-10 11:34:59,Out for Delivery
559,2427,1207,2025-01-31 07:28:46,Delivered
560,1031,1334,2025-02-07 15:09:42,Pending
561,1724,2150,2025-01-02 20:12:56,Delivered
562,257,580,2025-02-16 01:20:37,Preparing
563,911,1616,2025-02-09 06:07:12,Preparing
564,2375,13,2025-02-03 12:44:18,Out for Delivery
565,1228,1486,2025-03-08 14:01:17,Preparing
566,1292,2461,2025-02-15 16:35:22,Pending
567,2902,2484,2025-02-13 00:41:12,Preparing
568,255,1926,2025-02-03 07:19:57,Delivered
569,982,1,2025-01-18 01:55:46,Out for Delivery
570,573,706,2025-01-19 00:44:22,Preparing
571,1330,1281,2025-02-18 14:08:59,Out for Delivery
572,1987,1963,2025-01-11 12:17:02,Out for Delivery
573,1213,1150,2025-01-07 13:09:14,Delivered
574,1370,1793,2025-01-06 19:45:39,Out for Delivery
575,2280,928,2025-01-26 04:49:55,Preparing
576,1855,181,2025-01-22 17:25:57,Out for Delivery
577,308,562,2025-03-03 18:19:10,Pending
578,1251,2659,2025-01-22 10:27:39,Delivered
579,27,893,2025-01-05 14:58:23,Delivered
580,1994,1132,2025-03-15 05:41:31,Delivered
581,2430,1346,2025-01-18 06:04:06,Pending
582,1806,1111,2025-01-14 01:11:48,Delivered
583,704,1590,2025-02-17 03:52:49,Out for Delivery
584,2348,2530,2025-01-21 10:15:46,Delivered
585,1423,1928,2025-03-16 12:37:38,Preparing
586,1192,2655,2025-01-04 04:11:20,Pending
587,603,2067,2025-01-17 08:30:01,Pending
588,55,2958,2025-01-05 05:59:54,Preparing
589,1227,1278,2025-02-05 04:28:02,Out for Delivery
590,2528,192,2025-03-11 01:30:00,Out for Delivery
591,1317,887,2025-02-20 21:10:41,Preparing
592,1419,1827,2025-01-23 19:13:22,Delivered
593,2586,1639,2025-03-05 09:33:05,Preparing
594,1505,734,2025-02-04 05:26:01,Preparing
595,2703,2537,2025-01-12 06:34:59,Delivered
596,1802,2763,2025-02-26 23:28:25,Delivered
597,2912,1746,2025-01-18 20:59:15,Delivered
598,2395,2916,2025-02-24 13:22:03,Delivered
599,1473,1392,2025-01-01 09:44:25,Pending
600,1189,2750,2025-02-08 17:25:50,Preparing
601,2856,2775,2025-02-19 19:17:19,Out for Delivery
602,2829,2122,2025-01-28 17:00:02,Pending
603,2961,2123,2025-03-13 04:44:33,Out for Delivery
604,1595,612,2025-02-02 20:50:27,Preparing
605,1186,2941,2025-03-10 03:21:49,Out for Delivery
606,1152,2769,2025-02-07 20:38:34,Pending
607,890,622,2025-01-12 14:17:59,Preparing
608,608,1235,2025-01-15 14:15:02,Out for Delivery
609,1888,1887,2025-02-21 08:50:31,Out for Delivery
610,2606,1395,2025-02-20 23:06:35,Pending
611,1462,636,2025-01-02 15:52:41,Pending
612,1544,1154,2025-01-06 13:09:10,Delivered
613,184,35,2025-02-10 20:26:11,Pending
614,1096,1502,2025-01-21 09:04:48,Delivered
615,1528,2078,2025-03-10 22:42:45,Out for Delivery
616,722,2056,2025-01-25 02:55:54,Out for Delivery
617,1589,2369,2025-02-22 08:20:09,Preparing
618,1280,2140,2025-01-29 06:35:08,Delivered
619,2285,183,2025-01-07 12:23:50,Out for Delivery
620,944,2301,2025-02-09 16:50:33,Delivered
621,732,2973,2025-02-27 03:10:13,Out for Delivery
622,715,101,2025-01-17 23:07:35,Delivered
623,1336,1433,2025-03-16 01:51:00,Delivered
624,2944,2969,2025-02-25 18:40:34,Pending
625,793,1799,2025-02-04 07:10:37,Delivered
626,2883,559,2025-01-21 10:14:52,Preparing
627,1124,1277,2025-01-31 22:07:46,Out for Delivery
628,1320,1017,2025-01-06 15:53:24,Pending
629,1715,2236,2025-02-08 17:49:15,Pending
630,796,2270,2025-02-01 14:01:05,Preparing
631,1915,2398,2025-03-07 06:56:16,Out for Delivery
632,415,1954,2025-03-08 00:42:30,Pending
633,371,2861,2025-02-12 08:08:09,Out for Delivery
634,1290,219,2025-01-05 04:44:35,Delivered
635,835,2223,2025-03-12 16:17:34,Pending
636,883,547,2025-01-15 11:06:01,Preparing
637,255,1621,2025-02-10 15:47:01,Preparing
638,1519,164,2025-01-16 11:57:47,Preparing
639,659,2369,2025-03-13 21:24:30,Out for Delivery
640,767,2552,2025-01-14 13:19:19,Out for Delivery
641,488,1261,2025-01-29 15:05:52,Pending
642,1634,1948,2025-01-05 20:55:34,Preparing
643,2644,1980,2025-01-28 22:02:05,Delivered
644,2760,2775,2025-03-06 19:18:41,Delivered
645,1107,2053,2025-01-21 17:12:14,Out for Delivery
646,2296,1696,2025-03-01 17:24:34,Pending
647,2973,1801,2025-02-05 05:40:42,Preparing
648,41,2590,2025-01-30 21:41:08,Delivered
649,1636,1571,2025-03-07 04:57:44,Preparing
650,526,548,2025-01-22 06:09:30,Out for Delivery
651,792,858,2025-01-15 16:18:19,Pending
652,1099,101,2025-02-23 22:07:04,Pending
653,69,2713,2025-02-04 10:15:18,Preparing
654,269,636,2025-02-03 19:21:44,Preparing
655,1475,1994,2025-02-24 01:52:56,Preparing
656,1089,1812,2025-01-24 05:36:37,Out for Delivery
657,47,543,2025-02-20 12:59:25,Delivered
658,2719,2686,2025-01-14 03:29:48,Out for Delivery
659,518,424,2025-03-06 08:32:30,Pending
660,1550,1709,2025-01-14 02:31:16,Preparing
661,928,1553,2025-02-25 04:37:45,Out for Delivery
662,1176,1943,2025-01-05 18:51:00,Pending
663,166,2173,2025-01-17 10:32:38,Out for Delivery
664,1388,191,2025-01-04 00:52:17,Out for Delivery
665,82,2160,2025-02-08 23:31:03,Delivered
666,522,1599,2025-03-05 12:59:54,Out for Delivery
667,89,2630,2025-02-04 21:04:19,Out for Delivery
668,2891,2232,2025-02-16 15:24:50,Out for Delivery
669,3,1606,2025-01-04 02:29:01,Preparing
670,728,2398,2025-03-12 04:09:12,Delivered
671,2636,680,2025-01-14 04:14:55,Preparing
672,2817,193,2025-01-25 10:15:34,Out for Delivery
673,1916,1802,2025-03-13 14:25:45,Preparing
674,1872,2066,2025-02-04 18:05:48,Out for Delivery
675,1947,2303,2025-01-16 02:12:36,Delivered
676,638,741,2025-02-05 21:08:15,Preparing
677,271,1901,2025-02-05 15:23:48,Out for Delivery
678,1193,2611,2025-02-18 21:36:00,Preparing
679,1701,815,2025-01-04 23:27:18,Out for Delivery
680,2031,1093,2025-02-02 12:04:34,Pending
681,638,3000,2025-02-24 23:17:46,Preparing
682,411,554,2025-02-22 10:00:45,Out for Delivery
683,1132,200,2025-03-04 10:41:00,Delivered
684,1503,2951,2025-03-13 21:26:19,Delivered
685,2283,2071,2025-01-08 05:10:24,Delivered
686,1954,2632,2025-02-01 07:27:06,Pending
687,1685,1901,2025-01-30 19:34:01,Preparing
688,610,852,2025-01-20 09:30:45,Delivered
689,2887,927,2025-02-16 07:56:02,Delivered
690,1039,2529,2025-03-05 09:34:36,Out for Delivery
691,1179,1934,2025-02-07 20:04:43,Pending
692,348,2095,2025-02-07 16:57:15,Delivered
693,1546,2390,2025-01-17 12:52:47,Out for Delivery
694,1749,2984,2025-01-08 19:18:29,Out for Delivery
695,368,2753,2025-03-11 05:31:54,Delivered
696,1172,1625,2025-02-15 13:02:38,Pending
697,1424,475,2025-01-01 14:49:12,Pending
698,2000,1892,2025-02-20 03:46:44,Preparing
699,442,2685,2025-03-13 16:11:04,Out for Delivery
700,631,2212,2025-03-05 11:39:57,Pending
701,1842,1353,2025-01-28 00:07:53,Delivered
702,2885,1235,2025-01-23 06:52:46,Pending
703,425,2810,2025-03-06 08:06:44,Preparing
704,1275,2035,2025-02-05 09:22:01,Preparing
705,1501,3000,2025-03-15 15:35:40,Out for Delivery
706,1886,1681,2025-01-02 17:22:31,Delivered
707,1558,53,2025-02-13 18:44:26,Preparing
708,2119,310,2025-01-19 02:13:45,Delivered
709,729,895,2025-03-09 08:03:45,Preparing
710,67,1622,2025-01-10 21:19:17,Preparing
711,2816,1226,2025-01-03 05:45:48,Preparing
712,1537,2461,2025-01-22 17:12:58,Pending
713,2896,470,2025-02-25 10:01:35,Delivered
714,2856,723,2025-02-08 09:42:00,Delivered
715,1441,1879,2025-02-14 22:04:02,Delivered
716,2842,1238,2025-01-11 13:29:37,Out for Delivery
717,2962,2400,2025-01-30 04:26:03,Out for Delivery
718,2456,2721,2025-01-27 14:28:21,Out for Delivery
719,2032,29,2025-01-23 16:53:18,Preparing
720,78,414,2025-03-03 08:20:55,Out for Delivery
721,107,962,2025-03-03 16:51:19,Delivered
722,1692,1592,2025-01-26 13:21:49,Delivered
723,2251,1598,2025-01-14 01:14:42,Out for Delivery
724,2773,2411,2025-01-13 14:49:24,Out for Delivery
725,2061,2101,2025-01-05 05:01:53,Preparing
726,1210,647,2025-01-21 13:18:11,Delivered
727,94,893,2025-02-22 09:36:04,Out for Delivery
728,661,1171,2025-03-04 04:03:11,Out for Delivery
729,430,1694,2025-01-22 10:06:37,Preparing
730,2552,2274,2025-02-11 05:08:14,Pending
731,687,2268,2025-01-25 06:19:40,Out for Delivery
732,974,2838,2025-01-04 15:22:44,Delivered
733,2123,2252,2025-01-07 05:34:04,Preparing
734,996,485,2025-03-06 05:03:27,Preparing
735,919,840,2025-02-22 05:48:17,Preparing
736,440,2557,2025-01-23 13:30:44,Preparing
737,1164,82,2025-02-23 20:50:06,Pending
738,2144,1495,2025-03-01 16:50:46,Preparing
739,481,2809,2025-01-14 20:44:58,Out for Delivery
740,1603,2480,2025-01-26 07:05:23,Out for Delivery
741,1395,2923,2025-02-10 05:43:44,Delivered
742,387,23,2025-02-07 21:54:37,Out for Delivery
743,1883,923,2025-03-10 08:23:58,Out for Delivery
744,2831,663,2025-01-20 10:26:09,Pending
745,1067,256,2025-02-14 00:32:35,Preparing
746,51,100,2025-02-06 15:31:40,Pending
747,580,2846,2025-01-30 08:17:14,Delivered
748,2520,795,2025-02-02 19:17:57,Delivered
749,131,2320,2025-02-26 09:37:14,Delivered
750,2119,2239,2025-01-24 03:27:06,Pending
751,1335,2277,2025-03-01 19:16:50,Pending
752,444,1445,2025-01-15 03:25:27,Out for Delivery
753,246,2636,2025-01-15 13:22:43,Preparing
754,1222,2266,2025-01-31 04:02:29,Out for Delivery
755,447,2624,2025-02-19 07:57:41,Preparing
756,2027,2101,2025-01-10 18:00:48,Delivered
757,1565,1893,2025-01-04 02:57:15,Pending
758,2533,153,2025-02-16 02:31:03,Out for Delivery
759,1799,2423,2025-03-11 17:37:22,Pending
760,677,2037,2025-02-05 07:27:29,Delivered
761,2062,1259,2025-01-28 21:13:12,Out for Delivery
762,1404,1538,2025-03-01 13:43:43,Preparing
763,1345,755,2025-01-19 08:32:08,Delivered
764,1248,2071,2025-01-01 18:00:53,Pending
765,2123,561,2025-01-03 11:07:24,Delivered
766,1053,2104,2025-01-03 08:40:36,Preparing
767,2154,354,2025-02-20 14:06:04,Out for Delivery
768,1203,185,2025-03-11 20:14:40,Preparing
769,1488,881,2025-02-26 18:21:08,Delivered
770,27,2017,2025-02-12 20:03:23,Delivered
771,1664,1053,2025-02-10 05:07:02,Preparing
772,2870,766,2025-02-24 23:17:50,Preparing
773,654,557,2025-02-21 16:08:47,Out for Delivery
774,1585,1293,2025-02-19 05:24:28,Pending
775,1194,1641,2025-02-16 22:30:09,Delivered
776,1211,1038,2025-02-11 05:00:13,Preparing
777,2542,12,2025-01-17 21:39:33,Preparing
778,783,2344,2025-01-22 22:13:07,Delivered
779,653,2509,2025-01-02 04:41:35,Pending
780,1982,534,2025-01-19 06:15:09,Preparing
781,2745,2453,2025-01-04 13:05:13,Preparing
782,973,1423,2025-02-11 12:39:57,Delivered
783,1156,273,2025-02-13 20:39:09,Preparing
784,354,1506,2025-01-15 02:03:48,Pending
785,2526,2541,2025-01-15 13:10:43,Preparing
786,135,1279,2025-01-05 06:45:06,Out for Delivery
787,1520,767,2025-02-28 03:12:08,Preparing
788,1177,1019,2025-03-12 12:15:31,Pending
789,1299,2819,2025-02-15 04:19:45,Delivered
790,1216,1016,2025-03-09 11:07:07,Pending
791,583,2170,2025-02-02 21:20:09,Out for Delivery
792,2302,574,2025-01-26 23:51:36,Preparing
793,710,400,2025-02-09 10:24:59,Delivered
794,2156,505,2025-01-17 14:42:47,Preparing
795,1403,1680,2025-01-22 02:57:44,Preparing
796,933,1368,2025-03-05 20:41:16,Out for Delivery
797,2312,316,2025-02-22 22:45:27,Preparing
798,575,1071,2025-01-30 04:20:01,Out for Delivery
799,1872,1999,2025-02-09 08:13:39,Delivered
800,937,499,2025-01-08 01:42:31,Preparing
801,598,1578,2025-01-20 03:01:07,Out for Delivery
802,1108,2428,2025-02-10 14:51:26,Delivered
803,486,1287,2025-02-24 14:54:07,Pending
804,2890,279,2025-02-28 12:38:03,Out for Delivery
805,2762,1346,2025-02-17 15:40:53,Out for Delivery
806,955,811,2025-02-14 22:37:04,Delivered
807,2065,2110,2025-01-26 13:13:01,Pending
808,644,1292,2025-03-06 21:20:09,Preparing
809,1459,1234,2025-01-03 06:08:21,Preparing
810,102,471,2025-02-20 01:28:49,Delivered
811,329,481,2025-02-11 07:27:47,Delivered
812,642,314,2025-01-30 12:16:12,Pending
813,1252,593,2025-02-19 03:10:49,Delivered
814,1510,2806,2025-01-31 22:01:20,Preparing
815,1981,2371,2025-01-13 14:07:30,Delivered
816,2537,1770,2025-02-05 20:14:14,Pending
817,534,2043,2025-03-13 14:20:13,Delivered
818,630,2849,2025-02-21 13:02:30,Out for Delivery
819,1010,847,2025-03-16 16:24:40,Preparing
820,699,833,2025-02-12 10:24:33,Out for Delivery
821,662,221,2025-03-16 00:33:05,Out for Delivery
822,2387,2530,2025-02-06 10:21:04,Out for Delivery
823,2147,1609,2025-01-03 18:27:12,Pending
824,2026,78,2025-02-26 01:11:10,Delivered
825,2329,2508,2025-01-23 16:27:44,Preparing
826,709,2377,2025-02-18 11:15:02,Pending
827,1200,2008,2025-01-29 13:27:32,Out for Delivery
828,280,183,2025-01-02 10:38:43,Out for Delivery
829,387,2352,2025-02-11 21:10:00,Delivered
830,1500,1298,2025-02-11 10:11:29,Pending
831,1076,2223,2025-02-24 06:50:13,Pending
832,2301,1442,2025-01-23 18:53:01,Delivered
833,996,2909,2025-02-10 09:09:06,Delivered
834,2218,762,2025-01-12 09:34:45,Pending
835,107,1392,2025-01-30 13:49:50,Delivered
836,406,2675,2025-01-16 19:02:07,Delivered
837,1342,203,2025-03-06 14:02:21,Out for Delivery
838,1266,819,2025-03-09 14:13:49,Pending
839,1983,595,2025-01-28 23:43:14,Pending
840,1127,1926,2025-03-05 21:15:14,Out for Delivery
841,1886,1737,2025-01-19 10:01:02,Delivered
842,1353,2487,2025-03-02 11:35:42,Pending
843,265,1371,2025-02-23 09:35:37,Pending
844,109,88,2025-02-19 16:01:33,Delivered
845,163,2641,2025-03-09 02:47:05,Preparing
846,1449,343,2025-02-22 11:36:07,Pending
847,1305,2677,2025-03-14 07:17:42,Out for Delivery
848,611,2860,2025-02-26 11:36:37,Delivered
849,1235,1224,2025-01-30 12:06:18,Out for Delivery
850,1950,1649,2025-01-10 21:09:23,Out for Delivery
851,823,2189,2025-01-01 09:04:05,Out for Delivery
852,2727,2923,2025-02-06 16:16:30,Delivered
853,2394,2281,2025-02-23 15:50:07,Pending
854,1359,1890,2025-02-23 07:24:48,Out for Delivery
855,2784,137,2025-03-04 11:34:14,Preparing
856,2200,109,2025-02-01 09:46:33,Delivered
857,1451,1724,2025-02-24 14:18:28,Out for Delivery
858,2141,214,2025-03-02 22:18:48,Preparing
859,1365,1320,2025-02-03 14:17:52,Pending
860,1164,1131,2025-01-17 12:39:18,Out for Delivery
861,1625,1323,2025-03-05 23:50:33,Delivered
862,2491,852,2025-02-16 14:24:47,Pending
863,48,1860,2025-03-05 17:50:53,Preparing
864,430,2787,2025-01-27 12:10:33,Pending
865,998,674,2025-03-10 03:46:35,Out for Delivery
866,820,1515,2025-02-26 14:34:18,Out for Delivery
867,87,1708,2025-01-13 04:43:16,Pending
868,338,145,2025-02-20 02:19:12,Out for Delivery
869,1840,465,2025-03-11 04:22:24,Pending
870,1082,2076,2025-02-23 03:37:56,Preparing
871,689,2187,2025-01-06 11:36:22,Preparing
872,994,2435,2025-03-16 09:21:08,Pending
873,1679,1937,2025-02-27 08:48:43,Delivered
874,1979,748,2025-01-14 22:52:38,Delivered
875,494,2407,2025-01-09 23:54:41,Pending
876,31,2389,2025-01-28 16:12:24,Pending
877,1362,2286,2025-02-19 08:39:21,Preparing
878,700,1526,2025-01-27 22:40:26,Pending
879,1976,1269,2025-01-18 09:40:23,Preparing
880,989,2933,2025-01-30 10:08:29,Out for Delivery
881,2095,1457,2025-03-07 12:58:41,Preparing
882,932,1993,2025-01-26 14:08:45,Delivered
883,1410,2160,2025-03-04 17:24:55,Preparing
884,1738,105,2025-01-18 00:21:18,Pending
885,2341,252,2025-02-04 06:18:32,Delivered
886,1029,2186,2025-01-19 19:15:22,Out for Delivery
887,788,696,2025-02-09 10:47:41,Preparing
888,900,951,2025-01-28 21:12:11,Delivered
889,1615,1681,2025-02-27 10:14:10,Preparing
890,1444,824,2025-01-11 04:24:28,Pending
891,443,288,2025-01-18 16:23:30,Pending
892,2889,907,2025-02-20 05:34:18,Delivered
893,1780,331,2025-02-14 03:13:24,Pending
894,379,360,2025-02-14 04:54:54,Delivered
895,2788,2183,2025-02-04 20:23:53,Out for Delivery
896,744,1712,2025-01-03 09:57:00,Out for Delivery
897,463,740,2025-02-26 04:20:38,Delivered
898,100,1012,2025-01-01 22:16:42,Delivered
899,1718,2058,2025-03-09 11:15:45,Out for Delivery
900,179,2307,2025-02-02 12:36:38,Pending
901,2344,24,2025-01-13 05:54:15,Pending
902,45,806,2025-03-10 02:50:51,Pending
903,2475,2819,2025-01-05 06:47:40,Delivered
904,1429,1213,2025-02-12 23:01:14,Out for Delivery
905,124,2228,2025-03-03 23:50:06,Delivered
906,2724,1672,2025-02-01 10:49:59,Pending
907,2843,1809,2025-03-04 13:10:11,Delivered
908,598,2523,2025-01-15 16:16:01,Delivered
909,2232,1584,2025-01-27 16:37:54,Preparing
910,2367,935,2025-01-13 00:20:15,Preparing
911,2809,2816,2025-01-29 05:08:11,Delivered
912,8,2000,2025-02-13 02:06:53,Pending
913,523,891,2025-01-13 19:16:19,Preparing
914,1220,2166,2025-02-16 13:20:44,Out for Delivery
915,2923,677,2025-02-01 07:21:40,Preparing
916,139,2841,2025-01-05 08:57:14,Pending
917,1194,2485,2025-01-10 01:31:06,Pending
918,2226,427,2025-01-27 13:04:36,Pending
919,854,2539,2025-01-16 18:22:59,Pending
920,1029,1196,2025-02-07 13:37:42,Out for Delivery
921,1631,680,2025-02-05 06:11:00,Delivered
922,1590,2006,2025-02-24 17:10:03,Preparing
923,757,1925,2025-02-21 21:35:56,Delivered
924,2215,2764,2025-03-10 22:03:14,Delivered
925,2908,2037,2025-01-18 21:27:31,Out for Delivery
926,1218,925,2025-02-01 05:25:30,Pending
927,1928,2201,2025-02-27 19:01:19,Preparing
928,1351,175,2025-03-05 11:51:19,Pending
929,397,1250,2025-02-07 07:53:50,Preparing
930,1218,955,2025-02-05 16:17:49,Delivered
931,2923,1596,2025-02-17 01:48:01,Preparing
932,8,2854,2025-02-12 15:02:07,Pending
933,896,1764,2025-03-11 14:21:41,Out for Delivery
934,1457,2334,2025-02-16 19:00:43,Pending
935,1035,895,2025-02-11 12:34:39,Pending
936,2302,283,2025-02-06 00:49:41,Preparing
937,2720,1707,2025-01-16 03:02:45,Out for Delivery
938,465,2202,2025-01-27 09:39:04,Pending
939,77,1452,2025-01-26 00:08:12,Out for Delivery
940,2023,1141,2025-02-23 16:12:14,Delivered
941,582,2367,2025-02-28 12:21:52,Out for Delivery
942,73,180,2025-03-06 06:41:23,Delivered
943,2131,1887,2025-02-09 11:57:28,Pending
944,2717,1673,2025-01-11 19:51:11,Preparing
945,1095,389,2025-03-04 15:08:05,Delivered
946,460,1823,2025-03-04 18:32:35,Preparing
947,967,1523,2025-01-28 06:19:28,Delivered
948,2823,2058,2025-03-11 15:30:44,Preparing
949,163,967,2025-01-04 10:09:25,Out for Delivery
950,1249,1940,2025-01-01 19:10:12,Preparing
951,1199,1217,2025-02-21 07:44:05,Out for Delivery
952,936,1403,2025-01-02 11:46:10,Pending
953,415,856,2025-02-06 02:53:45,Preparing
954,2177,794,2025-01-10 09:16:47,Preparing
955,1738,2509,2025-02-06 20:55:39,Out for Delivery
956,1749,2381,2025-01-30 12:25:58,Pending
957,711,954,2025-02-24 18:05:52,Pending
958,2430,284,2025-01-27 16:03:26,Out for Delivery
959,1619,496,2025-02-25 03:31:36,Out for Delivery
960,853,2481,2025-02-14 14:03:09,Out for Delivery
961,1912,2041,2025-02-09 05:55:20,Out for Delivery
962,1304,2901,2025-01-01 13:09:49,Out for Delivery
963,1685,1073,2025-02-18 21:10:35,Preparing
964,1833,1956,2025-02-14 01:08:08,Preparing
965,27,2100,2025-02-10 07:16:46,Out for Delivery
966,605,534,2025-02-20 23:41:37,Out for Delivery
967,1980,244,2025-02-27 18:32:55,Pending
968,1728,1731,2025-01-28 14:31:25,Pending
969,2762,1997,2025-02-28 17:22:27,Pending
970,2612,2186,2025-03-03 06:09:04,Pending
971,1337,1641,2025-01-11 18:47:21,Preparing
972,594,60,2025-02-23 01:35:51,Preparing
973,2234,856,2025-01-20 13:59:21,Pending
974,1394,1088,2025-02-05 23:53:37,Pending
975,287,415,2025-03-16 06:49:40,Preparing
976,212,2838,2025-02-21 14:59:19,Preparing
977,2464,1855,2025-01-10 11:24:57,Delivered
978,731,1025,2025-01-10 09:08:08,Out for Delivery
979,1506,745,2025-01-19 16:18:33,Out for Delivery
980,1740,2322,2025-01-17 12:48:36,Out for Delivery
981,2024,1679,2025-02-06 06:21:07,Pending
982,919,2145,2025-02-13 11:41:02,Preparing
983,199,708,2025-03-11 06:41:36,Delivered
984,1201,584,2025-02-02 06:29:44,Pending
985,1730,1118,2025-02-17 09:34:14,Out for Delivery
986,2016,1831,2025-03-15 23:38:36,Out for Delivery
987,122,2584,2025-01-23 11:01:16,Delivered
988,1011,2310,2025-02-06 07:45:01,Delivered
989,947,1825,2025-01-25 20:54:28,Preparing
990,249,2950,2025-03-05 02:32:12,Delivered
991,1861,2421,2025-03-01 19:31:59,Preparing
992,2616,2742,2025-02-18 22:45:17,Delivered
993,482,2059,2025-02-22 01:11:49,Delivered
994,1315,399,2025-01-02 07:07:27,Out for Delivery
995,1749,867,2025-03-15 22:55:11,Pending
996,2744,956,2025-03-06 03:45:22,Preparing
997,1831,688,2025-01-02 22:48:08,Delivered
998,2600,2833,2025-01-17 13:21:36,Preparing
999,1522,2282,2025-01-13 17:55:46,Preparing
1000,2610,2393,2025-01-21 16:09:24,Pending
1001,31,1796,2025-01-14 11:50:24,Preparing
1002,230,1549,2025-03-07 00:37:31,Delivered
1003,1861,423,2025-01-21 09:17:25,Pending
1004,2107,1002,2025-01-06 22:54:54,Preparing
1005,2788,825,2025-02-17 21:34:59,Pending
1006,197,141,2025-02-28 07:25:26,Pending
1007,195,410,2025-01-01 23:54:04,Out for Delivery
1008,1001,1808,2025-02-06 16:04:51,Out for Delivery
1009,1048,1715,2025-03-13 22:05:29,Delivered
1010,2029,1139,2025-03-14 18:19:26,Out for Delivery
1011,150,1468,2025-01-05 12:50:54,Delivered
1012,2047,2444,2025-02-21 20:29:50,Out for Delivery
1013,651,630,2025-02-10 01:57:06,Preparing
1014,1300,1644,2025-01-27 14:31:41,Delivered
1015,72,2173,2025-01-30 05:34:23,Pending
1016,1249,2614,2025-03-02 02:18:25,Out for Delivery
1017,2693,1999,2025-03-03 20:15:50,Pending
1018,945,543,2025-03-05 20:28:02,Delivered
1019,224,2529,2025-01-12 19:17:45,Out for Delivery
1020,473,1441,2025-03-11 19:48:38,Out for Delivery
1021,1296,1993,2025-01-28 22:02:45,Delivered
1022,891,1043,2025-02-16 14:11:56,Pending
1023,2472,911,2025-01-27 13:40:19,Out for Delivery
1024,2659,2048,2025-01-19 14:08:39,Out for Delivery
1025,86,761,2025-03-15 06:44:07,Preparing
1026,2865,1323,2025-03-15 22:21:12,Preparing
1027,1227,103,2025-01-12 06:59:22,Pending
1028,1130,1786,2025-03-14 00:56:42,Delivered
1029,820,2264,2025-03-11 20:52:43,Out for Delivery
1030,1755,950,2025-02-11 20:08:49,Out for Delivery
1031,2884,719,2025-02-11 16:12:23,Pending
1032,1938,1585,2025-03-04 12:55:10,Out for Delivery
1033,159,690,2025-03-05 11:24:57,Out for Delivery
1034,2932,1184,2025-03-15 13:46:41,Delivered
1035,103,469,2025-01-17 04:20:49,Preparing
1036,1192,2737,2025-01-25 13:33:47,Out for Delivery
1037,561,2981,2025-02-01 03:55:41,Out for Delivery
1038,2872,2534,2025-03-02 23:05:14,Out for Delivery
1039,113,2476,2025-02-10 01:31:19,Out for Delivery
1040,734,1914,2025-03-10 01:54:03,Pending
1041,2595,2851,2025-02-22 05:02:48,Delivered
1042,968,2964,2025-01-15 13:54:08,Out for Delivery
1043,175,17,2025-03-06 22:11:34,Delivered
1044,2118,2395,2025-01-25 19:33:39,Delivered
1045,2058,944,2025-02-10 21:00:13,Preparing
1046,1854,2326,2025-01-21 21:59:59,Delivered
1047,299,159,2025-02-02 14:40:35,Preparing
1048,2594,2562,2025-02-01 18:29:45,Delivered
1049,2301,2155,2025-03-05 22:36:51,Pending
1050,386,1154,2025-02-12 16:01:47,Delivered
1051,2013,1807,2025-01-10 19:59:13,Out for Delivery
1052,19,141,2025-03-02 05:26:38,Preparing
1053,1665,1324,2025-02-03 10:48:41,Pending
1054,1546,2679,2025-01-05 14:05:54,Preparing
1055,1207,1585,2025-03-04 02:58:18,Pending
1056,927,2523,2025-01-22 17:52:41,Delivered
1057,2884,759,2025-01-22 20:09:45,Out for Delivery
1058,912,55,2025-03-01 17:59:31,Preparing
1059,2854,323,2025-01-03 19:56:44,Pending
1060,1156,180,2025-01-31 05:14:47,Out for Delivery
1061,1202,921,2025-02-25 19:11:25,Preparing
1062,1892,1999,2025-01-15 05:20:02,Pending
1063,930,486,2025-02-24 03:33:01,Pending
1064,550,654,2025-01-20 22:27:53,Delivered
1065,1393,2771,2025-01-10 04:11:09,Out for Delivery
1066,610,818,2025-01-31 17:59:16,Preparing
1067,2694,1082,2025-02-17 13:13:49,Pending
1068,846,1092,2025-02-17 06:33:44,Preparing
1069,361,391,2025-02-24 04:41:04,Delivered
1070,2832,1094,2025-01-26 06:13:47,Delivered
1071,1028,2016,2025-01-25 01:53:19,Out for Delivery
1072,497,551,2025-03-10 18:15:24,Preparing
1073,1431,1762,2025-03-02 02:03:59,Preparing
1074,958,1917,2025-02-17 18:13:39,Delivered
1075,775,1910,2025-02-09 10:49:20,Pending
1076,1873,2475,2025-01-10 13:17:14,Delivered
1077,2945,608,2025-03-01 07:09:17,Out for Delivery
